original_title,popularity,revenue,release_date,runtime,vote_average,vote_count,budget,genres
Todo sobre mi madre,10.000915,67872296.0,1999.3333333333333,101.0,7.4,337.0,8272296.0,"['Comedy', 'Drama']"
Ladri di biciclette,13.233136,361712.0,1948.9166666666667,93.0,8.0,404.0,133000.0,['Drama']
Matewan,3.350126,1680358.0,1987.6666666666667,132.0,7.2,33.0,4000000.0,['Drama']
The Grapes of Wrath,9.668636,0.0,1940.25,129.0,7.8,211.0,750000.0,['Drama']
The Natural,12.319855,47951979.0,1984.4166666666667,137.0,7.0,162.0,28000000.0,['Drama']
Fatal Attraction,14.260779,320145693.0,1987.75,119.0,6.6,305.0,14000000.0,"['Romance', 'Drama', 'Thriller', 'Horror', 'Mystery']"
Midnight Run,5.564321,38413606.0,1988.5833333333333,126.0,7.2,241.0,30000000.0,"['Adventure', 'Comedy', 'Crime']"
The Fisher King,11.184385,41895491.0,1991.75,137.0,7.2,346.0,24000000.0,"['Comedy', 'Drama']"
Toy Story 2,17.547693,497366869.0,1999.8333333333333,92.0,7.3,3914.0,90000000.0,"['Animation', 'Comedy', 'Family']"
Ride with the Devil,7.059308,635096.0,1999.9166666666667,138.0,6.6,49.0,38000000.0,"['Drama', 'War', 'Romance']"
The End of the Affair,6.200344,10827816.0,2000.0,102.0,6.6,56.0,23000000.0,['Drama']
The Green Mile,19.96678,284600000.0,2000.0,189.0,8.2,4166.0,60000000.0,"['Fantasy', 'Drama', 'Crime']"
The Cider House Rules,9.526781,88545092.0,2000.0,126.0,6.9,285.0,24000000.0,['Drama']
The Last Picture Show,5.961382,29133000.0,1971.8333333333333,118.0,7.6,133.0,1300000.0,['Drama']
The 7th Voyage of Sinbad,11.118379,0.0,1959.0,88.0,6.8,52.0,650000.0,"['Action', 'Adventure', 'Family', 'Fantasy']"
Bicentennial Man,9.369918,93700000.0,2000.0,131.0,6.9,998.0,100000000.0,"['Comedy', 'Science Fiction']"
Fantasia 2000,14.972573,90874570.0,2000.0,74.0,7.0,300.0,80000000.0,"['Animation', 'Family', 'Music']"
Magnolia,9.091636,48451803.0,2000.0,188.0,7.5,844.0,37000000.0,['Drama']
Easy Rider,8.635841,0.0,1969.4166666666667,95.0,7.0,411.0,360000.0,"['Adventure', 'Drama']"
Any Given Sunday,10.571434,100230832.0,2000.0,163.0,6.8,430.0,55000000.0,['Drama']
Man on the Moon,13.217419,47434430.0,2000.0,118.0,6.9,444.0,82000000.0,"['Comedy', 'Drama', 'Romance']"
Galaxy Quest,15.831374,90683916.0,2000.0,102.0,6.9,722.0,45000000.0,"['Comedy', 'Family', 'Science Fiction']"
The Talented Mr. Ripley,11.65502,128798265.0,2000.0,139.0,7.1,790.0,40000000.0,"['Thriller', 'Crime', 'Drama']"
The Hurricane,5.716009,73956241.0,1999.75,146.0,7.2,401.0,50000000.0,['Drama']
Angela's Ashes,4.496585,13.0,2000.0,145.0,7.0,59.0,25.0,['Drama']
"Girl, Interrupted",8.285062,0.0,2000.0,127.0,7.6,747.0,40000000.0,['Drama']
Theeviravaathi: The Terrorist,0.154526,140021.0,1998.75,95.0,8.1,4.0,24554.0,['Drama']
Stalag 17,9.47371,0.0,1953.4166666666667,120.0,7.6,143.0,1661530.0,"['Comedy', 'Drama', 'War']"
Papillon,15.698433,53267000.0,1974.0,151.0,7.8,445.0,12000000.0,"['Crime', 'Drama']"
Auch Zwerge haben klein angefangen,0.854963,0.0,1970.75,96.0,6.6,27.0,200000.0,"['Comedy', 'Drama']"
Dead Calm,13.464246,7825000.0,1989.3333333333333,96.0,6.6,178.0,10000000.0,"['Crime', 'Thriller', 'Horror', 'Drama']"
Fast Times at Ridgemont High,14.658885,27092880.0,1982.6666666666667,90.0,7.0,330.0,4500000.0,['Comedy']
Batman: Mask of the Phantasm,7.29114,5617391.0,1994.0,76.0,7.4,218.0,6000000.0,"['Action', 'Adventure', 'Animation', 'Family']"
Alive,8.662287,36733909.0,1993.0833333333333,120.0,6.7,383.0,32000000.0,"['Action', 'Adventure', 'Drama', 'Thriller']"
Scent of a Woman,14.505987,134095253.0,1993.0,157.0,7.3,763.0,31000000.0,['Drama']
A League of Their Own,10.852038,107458785.0,1992.5833333333333,128.0,6.8,362.0,40000000.0,['Comedy']
Twin Peaks: Fire Walk with Me,8.736538,4160851.0,1992.5,134.0,7.3,429.0,10000000.0,"['Drama', 'Mystery']"
辣手神探,10.184313,0.0,1992.3333333333333,126.0,7.4,169.0,4500000.0,"['Action', 'Thriller', 'Crime']"
El Mariachi,9.972591,2040920.0,1992.75,81.0,6.6,243.0,220000.0,"['Action', 'Crime', 'Thriller']"
Bad Lieutenant,6.417037,2019469.0,1992.75,96.0,6.9,162.0,1000000.0,"['Crime', 'Drama']"
The Boondock Saints,12.457908,30471.0,1999.0833333333333,108.0,7.2,848.0,6000000.0,"['Action', 'Thriller', 'Crime']"
"To Sir, with Love",8.138554,0.0,1967.5,105.0,7.6,72.0,640000.0,['Drama']
Pitch Black,6.424399,53187659.0,2000.1666666666667,108.0,6.7,1812.0,23000000.0,"['Thriller', 'Science Fiction', 'Action']"
The Circus,6.714813,0.0,1928.0833333333333,71.0,8.0,119.0,9000000.0,"['Comedy', 'Drama']"
City Lights,10.891524,19181.0,1931.0833333333333,87.0,8.2,444.0,1500000.0,"['Comedy', 'Drama', 'Romance']"
The Kid,8.168456,2500000.0,1921.0833333333333,68.0,8.0,404.0,250000.0,"['Comedy', 'Drama']"
Wonder Boys,5.922739,0.0,2000.1666666666667,111.0,6.9,165.0,35000000.0,"['Comedy', 'Drama']"
Beyond the Mat,2.691433,500000.0,1999.8333333333333,102.0,7.8,17.0,2053648.0,['Documentary']
Cross of Iron,9.103168,0.0,1977.0833333333333,132.0,6.6,89.0,6000000.0,"['Drama', 'Action', 'History', 'War']"
Birdy,16.243093,1400000.0,1985.0,120.0,6.9,112.0,12000000.0,"['Drama', 'History']"
A Raisin in the Sun,2.501072,0.0,1961.4166666666667,128.0,7.1,26.0,1500000.0,"['Romance', 'Drama']"
Breaking Away,4.806374,20000000.0,1979.4166666666667,100.0,7.4,80.0,2300000.0,"['Drama', 'Comedy']"
Hoosiers,6.484495,28607524.0,1986.9166666666667,114.0,7.1,143.0,9000000.0,"['Drama', 'Family']"
Bull Durham,6.924072,50888000.0,1988.5,108.0,6.6,154.0,7000000.0,"['Comedy', 'Romance']"
Dog Day Afternoon,7.530126,46665856.0,1975.6666666666667,125.0,7.6,685.0,1800000.0,"['Crime', 'Drama', 'Thriller']"
American Graffiti,9.188584,140000000.0,1973.6666666666667,110.0,6.9,330.0,777000.0,"['Comedy', 'Drama']"
The Searchers,7.803856,0.0,1956.25,119.0,7.7,332.0,3750000.0,[]
Daughters of the Dust,1.09058,0.0,1991.75,112.0,6.8,9.0,800000.0,"['Drama', 'Romance']"
JFK,13.813146,205405498.0,1992.0,189.0,7.5,513.0,40000000.0,"['Drama', 'Thriller', 'History']"
A Night to Remember,6.560231,0.0,1959.0,123.0,7.5,45.0,1680000.0,"['Drama', 'Action', 'History']"
Erin Brockovich,10.135446,256271286.0,2000.25,131.0,7.1,730.0,52000000.0,['Drama']
The Crimson Pirate,2.255459,0.0,1952.75,105.0,6.9,30.0,1850000.0,"['Action', 'Adventure', 'Comedy']"
Thelma & Louise,14.785388,45361000.0,1991.4166666666667,130.0,7.2,766.0,16000000.0,"['Drama', 'Thriller', 'Crime', 'Adventure']"
Animal House,7.525382,141000000.0,1978.5833333333333,109.0,7.0,420.0,2700000.0,['Comedy']
Do the Right Thing,10.465403,37295445.0,1989.5,120.0,7.6,301.0,6500000.0,['Drama']
Creature Comforts,2.329233,0.0,1989.5833333333333,5.0,7.3,29.0,500000.0,"['Animation', 'Comedy', 'Family']"
Death Wish,12.968011,22000000.0,1974.5833333333333,93.0,7.0,165.0,3000000.0,"['Action', 'Crime', 'Drama', 'Thriller']"
Double Indemnity,6.49432,2500000.0,1944.3333333333333,107.0,8.0,425.0,927262.0,"['Drama', 'Mystery', 'Thriller']"
Band of the Hand,4.397712,4865912.0,1986.3333333333333,109.0,6.9,14.0,8700000.0,"['Action', 'Crime', 'Drama']"
Bloodsport,8.822276,11806119.0,1988.1666666666667,92.0,6.6,370.0,1500000.0,['Action']
"Good Morning, Vietnam",9.023282,123922370.0,1988.0,121.0,7.1,658.0,13000000.0,"['Comedy', 'Drama', 'War']"
Guess Who's Coming to Dinner,5.032469,56666667.0,1968.0,108.0,7.6,174.0,4000000.0,"['Comedy', 'Drama', 'Romance']"
Lord of the Flies,7.597775,0.0,1963.6666666666667,92.0,6.6,164.0,250000.0,"['Thriller', 'Adventure', 'Drama']"
Modern Times,8.159556,8500000.0,1936.1666666666667,87.0,8.1,881.0,1.0,"['Drama', 'Comedy']"
Hud,4.526285,10000000.0,1963.4166666666667,112.0,7.4,69.0,2500000.0,"['Action', 'Drama']"
The Hustler,9.333533,7600000.0,1961.75,134.0,7.6,243.0,2000000.0,['Drama']
Дерсу Узала,4.713259,0.0,1975.6666666666667,144.0,8.0,90.0,4000000.0,"['Action', 'Adventure', 'Drama']"
Close Encounters of the Third Kind,10.610446,303788635.0,1977.9166666666667,135.0,7.2,1122.0,20000000.0,"['Science Fiction', 'Drama']"
Jacob's Ladder,8.176863,25965144.0,1990.9166666666667,113.0,7.3,376.0,25000000.0,"['Drama', 'Mystery', 'Horror']"
La Bamba,6.476534,54215416.0,1987.5833333333333,108.0,6.8,120.0,6500000.0,"['Drama', 'Music']"
Ladyhawke,8.157587,18432000.0,1985.25,121.0,6.8,264.0,20000000.0,"['Adventure', 'Drama', 'Fantasy', 'Romance']"
High Fidelity,8.524956,47126295.0,2000.25,113.0,7.0,636.0,30000000.0,"['Comedy', 'Drama', 'Romance', 'Music']"
The Road to El Dorado,8.755188,76432727.0,2000.25,89.0,7.0,892.0,95000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']"
El Dorado,7.070669,6000000.0,1967.0,120.0,7.2,96.0,4653000.0,[]
Hook,14.508137,300854823.0,1992.0,144.0,6.7,1563.0,70000000.0,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
Midnight Express,7.186048,35000000.0,1978.75,121.0,7.6,309.0,2300000.0,"['Drama', 'Crime']"
Misery,15.020845,61276872.0,1990.9166666666667,107.0,7.6,1085.0,20000000.0,"['Drama', 'Thriller']"
Network,13.180457,23689877.0,1976.9166666666667,121.0,7.8,391.0,3800000.0,['Drama']
No Way Out,11.457803,35509515.0,1987.6666666666667,114.0,6.9,155.0,15000000.0,"['Action', 'Drama', 'Thriller']"
The Outlaw Josey Wales,5.849522,31800000.0,1976.5,135.0,7.4,303.0,3700000.0,['Drama']
Frequency,10.163266,68106245.0,2000.3333333333333,118.0,7.0,473.0,31000000.0,"['Crime', 'Drama', 'Science Fiction', 'Thriller']"
Mystery Train,4.814921,0.0,1989.75,113.0,7.0,92.0,2800000.0,"['Crime', 'Drama', 'Comedy']"
Predator,18.495694,98235548.0,1987.5,107.0,7.3,2129.0,18000000.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
American Psycho,13.686715,34266564.0,2000.3333333333333,102.0,7.3,2128.0,7000000.0,"['Thriller', 'Drama', 'Crime']"
Cabaret,10.82887,0.0,1972.1666666666667,124.0,7.4,210.0,6000000.0,"['Drama', 'Music', 'Romance']"
What Ever Happened to Baby Jane?,4.857003,0.0,1962.8333333333333,135.0,7.9,210.0,980000.0,"['Drama', 'Horror', 'Thriller']"
Guys and Dolls,4.860664,0.0,1955.9166666666667,150.0,6.9,55.0,5500000.0,"['Comedy', 'Music', 'Romance']"
Marathon Man,6.006812,21709020.0,1976.8333333333333,125.0,7.2,227.0,6500000.0,['Thriller']
Caddyshack,10.451986,39846344.0,1980.5833333333333,98.0,6.7,370.0,6000000.0,['Comedy']
Love & Basketball,5.733227,27728118.0,2000.3333333333333,124.0,7.5,93.0,20000000.0,"['Action', 'Comedy', 'Drama', 'Romance']"
The Virgin Suicides,10.505387,10409377.0,1999.3333333333333,97.0,7.1,841.0,6000000.0,"['Drama', 'Romance']"
Where the Heart Is,5.833133,33771174.0,2000.3333333333333,120.0,6.9,159.0,15000000.0,"['Comedy', 'Drama', 'Romance']"
The Big Kahuna,4.896026,3728888.0,2000.3333333333333,90.0,6.8,91.0,7000000.0,"['Comedy', 'Drama']"
Idioterne,9.174221,7235.0,1998.3333333333333,117.0,6.7,107.0,2500000.0,"['Drama', 'Comedy']"
Gladiator,23.186667,457640427.0,2000.4166666666667,155.0,7.9,5566.0,103000000.0,"['Action', 'Drama', 'Adventure']"
Human Traffic,4.988283,4000000.0,1999.5,99.0,6.8,98.0,600000.0,"['Comedy', 'Drama']"
Inferno,4.783203,0.0,1980.1666666666667,107.0,6.6,113.0,3000000.0,"['Horror', 'Thriller']"
Center Stage,10.491734,17200925.0,2000.4166666666667,115.0,6.8,95.0,18000000.0,"['Drama', 'Music']"
On the Town,3.446446,0.0,1950.0,98.0,6.9,50.0,2111250.0,"['Comedy', 'Music', 'Romance']"
Pee-wee's Big Adventure,11.461437,40940662.0,1985.5833333333333,90.0,6.6,239.0,6000000.0,"['Adventure', 'Comedy']"
Carnival of Souls,9.505439,0.0,1962.75,78.0,6.7,94.0,30000.0,"['Horror', 'Mystery']"
The Gold Rush,6.202041,2500000.0,1925.5,95.0,7.7,308.0,923000.0,"['Adventure', 'Comedy', 'Drama']"
Monsieur Verdoux,6.466517,0.0,1947.3333333333333,124.0,7.9,74.0,2000000.0,"['Comedy', 'Crime', 'Drama']"
The Spy Who Loved Me,9.781451,185438673.0,1977.5833333333333,125.0,6.6,515.0,14000000.0,"['Adventure', 'Action', 'Thriller']"
The Guns of Navarone,8.522673,28900000.0,1961.3333333333333,158.0,7.3,191.0,6000000.0,"['Action', 'Adventure', 'Drama', 'War']"
Blazing Saddles,13.233262,119500000.0,1974.1666666666667,93.0,7.2,619.0,2600000.0,['Comedy']
Eraserhead,7.871001,7000000.0,1977.25,89.0,7.5,500.0,10000.0,"['Drama', 'Fantasy', 'Horror', 'Science Fiction']"
Baraka,9.925348,0.0,1992.75,96.0,8.0,156.0,4000000.0,['Documentary']
The Decline of Western Civilization,1.54682,0.0,1981.5833333333333,100.0,7.5,27.0,100000.0,"['Documentary', 'Music']"
Per qualche dollaro in più,13.295342,15000000.0,1966.0,132.0,7.8,988.0,600000.0,[]
Blood Simple,8.884,0.0,1984.75,97.0,7.3,308.0,1500000.0,"['Crime', 'Drama', 'Thriller']"
Starman,9.763928,28744356.0,1985.0,115.0,6.6,219.0,22000000.0,"['Action', 'Adventure', 'Romance', 'Science Fiction']"
Mad Max,11.412619,100000000.0,1979.3333333333333,93.0,6.6,1235.0,400000.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
Mad Max 2,11.189831,24600832.0,1982.0,95.0,7.3,981.0,2000000.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
Angel Heart,7.290872,17185632.0,1987.25,113.0,7.0,326.0,17000000.0,"['Horror', 'Mystery', 'Thriller']"
Coming Home,3.176733,0.0,1978.1666666666667,127.0,6.9,38.0,3000000.0,"['Drama', 'Romance', 'War']"
Assault on Precinct 13,11.881808,0.0,1976.9166666666667,91.0,7.1,223.0,150000.0,"['Action', 'Crime']"
Near Dark,7.906537,0.0,1987.8333333333333,95.0,6.8,149.0,5000000.0,"['Drama', 'Horror', 'Thriller']"
The Conversation,13.245638,4420000.0,1974.3333333333333,113.0,7.5,377.0,1600000.0,"['Crime', 'Drama', 'Mystery']"
Serpico,12.842165,29800000.0,1974.0,129.0,7.5,429.0,3000000.0,"['Crime', 'Drama', 'History']"
Ace in the Hole,11.046411,1300000.0,1951.5,111.0,7.9,128.0,1821052.0,['Drama']
Big Trouble in Little China,11.109932,11000000.0,1986.4166666666667,99.0,7.1,727.0,25000000.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
La lengua de las mariposas,2.753674,6000000.0,1999.75,96.0,7.2,44.0,3000000.0,['Drama']
The Patriot,15.960788,215294342.0,2000.5,165.0,6.8,1130.0,110000000.0,"['Drama', 'History', 'War', 'Action']"
Bound by Honor,6.398031,0.0,1993.1666666666667,180.0,7.7,116.0,35000000.0,"['Action', 'Crime', 'Drama', 'Thriller']"
The Pawnbroker,2.58471,0.0,1965.3333333333333,116.0,7.3,31.0,500000.0,['Drama']
X-Men,0.954467,296339527.0,2000.5833333333333,104.0,6.8,4172.0,75000000.0,"['Adventure', 'Action', 'Science Fiction']"
What About Bob?,11.787942,63710000.0,1991.4166666666667,100.0,6.7,265.0,35000000.0,['Comedy']
Breaker Morant,6.313297,0.0,1980.4166666666667,107.0,7.2,37.0,107.0,"['Drama', 'History', 'War']"
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,5.378481,18016290.0,1972.6666666666667,88.0,6.6,218.0,2000000.0,['Comedy']
Love and Death,5.165666,20173742.0,1975.5,85.0,7.5,176.0,3000000.0,"['History', 'Comedy']"
Kelly's Heroes,8.418662,5200000.0,1970.5,144.0,7.2,191.0,4000000.0,"['Adventure', 'Comedy', 'War']"
The Naked Gun: From the Files of Police Squad!,15.698222,78756177.0,1989.0,85.0,7.1,1020.0,12000000.0,"['Comedy', 'Crime']"
The Naked Gun 2½: The Smell of Fear,9.794569,86930411.0,1991.5,85.0,6.6,556.0,23000000.0,"['Comedy', 'Crime']"
Shane,6.63816,20000000.0,1953.3333333333333,118.0,7.3,143.0,3100000.0,['Drama']
"Suddenly, Last Summer",7.007423,0.0,1960.0,114.0,7.0,47.0,3000000.0,"['Thriller', 'Drama', 'Mystery']"
Almost Famous,9.086699,47383689.0,2000.75,122.0,7.4,807.0,60000000.0,"['Drama', 'Music']"
Dancer in the Dark,10.684806,40031879.0,2000.4166666666667,140.0,7.7,392.0,12800000.0,"['Drama', 'Crime', 'Music']"
Remember the Titans,6.587726,136706683.0,2000.75,113.0,7.4,835.0,30000000.0,['Drama']
Hellraiser,10.81305,14564027.0,1987.75,94.0,6.9,464.0,1000000.0,['Horror']
Fantastic Voyage,12.53841,12000000.0,1966.6666666666667,100.0,6.7,108.0,5115000.0,"['Adventure', 'Science Fiction']"
The Invisible Man,5.192905,0.0,1933.9166666666667,71.0,7.3,151.0,328000.0,"['Horror', 'Science Fiction']"
Get Carter,7.505268,0.0,1971.25,112.0,6.9,122.0,1814462.0,"['Crime', 'Thriller']"
Meet the Parents,14.178281,330444045.0,2000.8333333333333,108.0,6.6,1743.0,55000000.0,"['Comedy', 'Romance']"
Requiem for a Dream,6.874828,7390108.0,2000.8333333333333,102.0,7.9,2525.0,4500000.0,"['Crime', 'Drama']"
Tigerland,5.878885,0.0,2000.75,101.0,6.7,155.0,10000000.0,"['Drama', 'War']"
The Contender,15.072042,0.0,2000.8333333333333,126.0,6.7,61.0,9000000.0,"['Drama', 'Thriller']"
The Time Machine,12.054356,0.0,1960.6666666666667,103.0,7.5,217.0,750000.0,"['Thriller', 'Adventure', 'Fantasy', 'Science Fiction', 'Romance']"
Detour,3.392467,0.0,1945.9166666666667,67.0,7.3,64.0,30.0,"['Crime', 'Drama']"
Billy Elliot,12.158424,110000000.0,2000.4166666666667,110.0,7.4,774.0,5000000.0,"['Drama', 'Comedy', 'Music']"
Pay It Forward,10.479723,55707411.0,2000.8333333333333,122.0,7.0,447.0,40000000.0,"['Drama', 'Romance']"
Men of Honor,7.177649,48814909.0,2000.75,129.0,7.0,556.0,32000000.0,['Drama']
Quills,5.387711,7060876.0,2000.9166666666667,124.0,6.8,129.0,13500000.0,['Drama']
Unbreakable,14.67855,248118121.0,2000.9166666666667,106.0,6.9,1994.0,75000000.0,"['Science Fiction', 'Thriller', 'Drama']"
卧虎藏龙,19.944953,213525736.0,2000.8333333333333,120.0,7.2,949.0,17000000.0,"['Adventure', 'Drama', 'Action', 'Romance']"
The Transformers: The Movie,6.759181,5849647.0,1986.6666666666667,84.0,7.1,134.0,6000000.0,['Animation']
Wall Street,11.672701,43848069.0,1988.0,126.0,7.0,557.0,15000000.0,"['Crime', 'Drama']"
Born on the Fourth of July,13.617646,161001698.0,1990.0,145.0,6.7,403.0,14000000.0,"['Drama', 'War']"
Talk Radio,6.865513,3468572.0,1989.0,110.0,6.7,46.0,4000000.0,['Drama']
Snatch,14.014025,83557872.0,2000.75,103.0,7.7,2953.0,10000000.0,"['Thriller', 'Crime']"
Chocolat,8.9256,152500343.0,2001.0,121.0,6.8,979.0,25000000.0,"['Comedy', 'Drama', 'Romance']"
The Emperor's New Groove,12.297375,169327687.0,2001.0,78.0,7.2,1544.0,100000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
Pollock,11.179864,8.0,2000.75,122.0,6.6,91.0,6.0,"['Drama', 'Romance']"
Finding Forrester,10.536255,80049764.0,2001.0,136.0,7.0,305.0,43000000.0,['Drama']
Cast Away,21.296343,429632142.0,2001.0,143.0,7.5,3304.0,90000000.0,"['Adventure', 'Drama']"
"O Brother, Where Art Thou?",12.434175,71868327.0,2000.6666666666667,106.0,7.3,1144.0,26000000.0,"['Action', 'Adventure', 'Comedy']"
Thirteen Days,10.204559,34566746.0,2001.0,145.0,6.9,192.0,80000000.0,"['Drama', 'Thriller']"
Traffic,8.338222,207515725.0,2001.0,147.0,6.9,573.0,48000000.0,"['Thriller', 'Drama', 'Crime']"
Shadow of the Vampire,12.691457,8279017.0,2000.4166666666667,92.0,6.6,149.0,8000000.0,"['Drama', 'Horror']"
At Close Range,10.092348,2347000.0,1986.3333333333333,111.0,6.7,67.0,6500000.0,"['Crime', 'Drama']"
Panic,7.554807,779137.0,2001.0,88.0,6.8,27.0,1000000.0,"['Comedy', 'Crime', 'Drama']"
The Pledge,12.806634,29400000.0,2001.0833333333333,123.0,6.6,221.0,35000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Coffy,3.029275,0.0,1973.5,91.0,7.2,58.0,500000.0,"['Thriller', 'Action', 'Adventure', 'Drama', 'Crime']"
Barfly,15.170192,3221568.0,1987.75,100.0,7.3,80.0,3000000.0,"['Comedy', 'Drama', 'Romance']"
Beverly Hills Cop,8.503483,316360478.0,1984.9166666666667,105.0,6.8,985.0,15000000.0,"['Action', 'Comedy', 'Crime']"
The Brave Little Toaster,6.649391,0.0,1987.5833333333333,90.0,6.8,94.0,2000000.0,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family', 'Music']"
Can't Buy Me Love,9.104462,31623833.0,1987.6666666666667,94.0,6.7,167.0,1800000.0,"['Drama', 'Comedy', 'Romance', 'Family']"
Cop,2.478231,0.0,1988.0833333333333,110.0,6.6,18.0,2.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Empire of the Sun,10.220906,22238696.0,1988.0,153.0,7.3,491.0,35000000.0,"['Drama', 'History', 'War']"
The Evil Dead,10.421679,29400000.0,1981.8333333333333,85.0,7.3,913.0,350000.0,['Horror']
The Lost Boys,9.099731,32222567.0,1987.5833333333333,97.0,6.8,545.0,8500000.0,"['Horror', 'Comedy']"
The Monster Squad,7.075534,3769990.0,1987.6666666666667,82.0,6.8,146.0,12000000.0,"['Horror', 'Comedy', 'Action', 'Fantasy', 'Science Fiction']"
Recess: School's Out,4.195694,44460850.0,2001.0833333333333,83.0,6.6,68.0,10000000.0,"['Science Fiction', 'Animation', 'Comedy', 'Family']"
Elmer Gantry,6.409512,10400000.0,1960.5,146.0,7.3,41.0,3000000.0,['Drama']
The Fantasticks,0.995584,0.0,1996.0,86.0,6.6,8.0,10000000.0,"['Comedy', 'Drama', 'Music', 'Romance', 'Science Fiction']"
The Abominable Dr. Phibes,9.468736,0.0,1971.4166666666667,94.0,6.9,79.0,3000000.0,"['Comedy', 'Horror']"
Manhunter,0.338943,8620929.0,1986.6666666666667,119.0,6.8,340.0,15000000.0,"['Crime', 'Horror', 'Thriller']"
Death on the Nile,11.162277,14560084.0,1978.8333333333333,140.0,6.7,121.0,7920000.0,['Mystery']
River's Edge,4.482439,0.0,1986.6666666666667,99.0,6.7,59.0,19000000.0,"['Crime', 'Drama']"
Enemy at the Gates,10.704813,96976270.0,2001.25,131.0,7.2,1023.0,68000000.0,['War']
Memento,15.450789,39723096.0,2000.8333333333333,113.0,8.1,4168.0,9000000.0,"['Mystery', 'Thriller']"
Amores perros,5.958138,20908467.0,2000.5,154.0,7.6,537.0,2000000.0,"['Drama', 'Thriller']"
Blow,12.332223,83282296.0,2001.3333333333333,124.0,7.4,1352.0,53000000.0,"['Crime', 'Drama']"
Brigham City,0.202478,852206.0,2001.25,119.0,7.3,4.0,1000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Bridget Jones's Diary,10.780524,281929795.0,2001.3333333333333,97.0,6.6,1397.0,25000000.0,"['Comedy', 'Romance', 'Drama']"
Scarface,11.299673,65884703.0,1984.0,170.0,8.0,3017.0,25000000.0,"['Action', 'Crime', 'Drama', 'Thriller']"
The World According to Garp,5.036929,29712172.0,1982.6666666666667,136.0,6.9,87.0,17000000.0,['Comedy']
